time,avg_temp_CÂ°,precipitation_mm,windspeed_km/h
2017-01-01,7.9,0.0,9.8
2017-01-02,4.9,7.4,20.3
2017-01-03,5.8,10.9,26.9
2017-01-04,7.1,0.0,19.5
2017-01-05,-0.1,0.0,22.0
2017-01-06,-0.1,1.5,9.8
2017-01-07,-3.3,8.1,12.9
2017-01-08,-4.8,0.0,8.8
2017-01-09,-6.1,0.0,13.5
2017-01-10,-0.3,0.0,9.8
2017-01-11,7.8,14.5,11.3
2017-01-12,13.5,2.3,15.9
2017-01-13,8.9,0.0,9.0
2017-01-14,0.2,2.5,10.1
2017-01-15,2.0,0.0,9.7
2017-01-16,3.1,0.0,8.5
2017-01-17,4.3,13.5,13.2
2017-01-18,4.6,1.0,15.1
2017-01-19,5.9,0.0,10.8
2017-01-20,5.7,3.6,7.3
2017-01-21,6.8,0.0,10.3
2017-01-22,7.4,0.0,14.9
2017-01-23,6.3,31.5,35.6
2017-01-24,3.9,19.8,15.2
2017-01-25,7.1,0.0,8.3
2017-01-26,8.6,0.8,21.2
2017-01-27,5.6,0.0,30.2
2017-01-28,2.8,0.0,23.0
2017-01-29,3.9,0.0,14.4
2017-01-30,2.2,0.0,9.0
2017-01-31,-0.4,0.8,9.2
2017-02-01,5.1,0.0,15.4
2017-02-02,4.1,0.0,11.4
2017-02-03,-0.3,0.0,10.3
2017-02-04,-1.1,0.0,14.1
2017-02-05,2.8,0.0,17.9
2017-02-06,5.9,0.0,8.9
2017-02-07,4.4,6.9,16.9
2017-02-08,9.0,1.0,8.5
2017-02-09,-0.5,20.6,13.8
2017-02-10,-2.6,0.0,18.8
2017-02-11,4.1,0.0,7.7
2017-02-12,2.0,10.9,17.2
2017-02-13,2.4,0.0,10.3
2017-02-14,1.9,0.0,10.2
2017-02-15,4.2,0.0,5.7
2017-02-16,1.6,0.0,7.5
2017-02-17,2.2,0.0,9.2
2017-02-18,9.0,0.0,10.4
2017-02-19,14.3,0.0,8.2
2017-02-20,9.8,0.0,9.5
2017-02-21,4.1,0.0,11.5
2017-02-22,7.8,0.0,7.6
2017-02-23,12.0,0.0,6.8
2017-02-24,15.8,0.0,7.9
2017-02-25,12.7,13.7,9.4
2017-02-26,5.4,0.0,11.4
2017-02-27,6.6,0.0,12.8
2017-02-28,10.5,0.0,6.5
2017-03-01,15.2,4.1,13.2
2017-03-02,9.3,0.0,16.6
2017-03-03,1.8,0.0,11.2
2017-03-04,-2.8,0.0,9.4
2017-03-05,-2.1,0.0,7.0
2017-03-06,2.7,0.0,8.5
2017-03-07,8.4,2.3,7.2
2017-03-08,12.8,0.0,19.1
2017-03-09,13.0,0.0,16.4
2017-03-10,3.6,6.6,11.7
2017-03-11,-3.1,0.0,9.0
2017-03-12,-3.5,0.0,25.2
2017-03-13,-1.4,0.0,9.4
2017-03-14,-0.5,29.2,22.8
2017-03-15,-3.3,0.0,14.2
2017-03-16,0.6,0.0,13.6
2017-03-17,3.3,0.0,12.5
2017-03-18,2.8,1.3,19.2
2017-03-19,5.6,0.0,16.9
2017-03-20,6.8,0.0,8.2
2017-03-21,10.1,0.0,8.8
2017-03-22,4.1,0.0,7.0
2017-03-23,1.4,0.0,10.7
2017-03-24,6.8,0.0,14.4
2017-03-25,10.5,0.3,13.1
2017-03-26,5.1,1.3,21.1
2017-03-27,7.0,5.8,12.0
2017-03-28,6.7,25.1,16.5
2017-03-29,10.2,0.0,6.7
2017-03-30,6.9,0.5,10.7
2017-03-31,4.8,52.3,23.0
2017-04-01,6.2,0.5,15.0
2017-04-02,11.3,0.0,5.7
2017-04-03,11.5,1.0,7.3
2017-04-04,9.4,31.0,18.3
2017-04-05,10.1,0.0,8.8
2017-04-06,7.4,19.3,24.0
2017-04-07,7.8,0.0,19.0
2017-04-08,9.3,0.0,6.4
2017-04-09,12.1,0.0,7.2
2017-04-10,16.5,0.0,8.4
2017-04-11,18.9,0.0,8.9
2017-04-12,17.5,0.8,6.7
2017-04-13,13.9,0.0,5.4
2017-04-14,12.9,0.0,7.9
2017-04-15,12.9,0.0,7.0
2017-04-16,20.4,1.3,15.5
2017-04-17,19.4,0.0,8.0
2017-04-18,13.2,0.0,13.7
2017-04-19,9.4,0.0,16.6
2017-04-20,13.0,1.3,6.5
2017-04-21,10.9,3.6,17.2
2017-04-22,11.7,1.0,8.4
2017-04-23,12.2,0.0,10.0
2017-04-24,11.9,0.0,7.1
2017-04-25,11.5,22.4,31.4
2017-04-26,13.6,2.5,18.7
2017-04-27,15.8,0.0,6.6
2017-04-28,20.0,0.0,8.1
2017-04-29,22.8,4.1,8.4
2017-04-30,15.4,0.0,14.5
2017-05-01,15.6,0.0,10.8
2017-05-02,20.5,0.0,19.0
2017-05-03,16.6,0.0,13.0
2017-05-04,13.3,0.0,14.2
2017-05-05,13.4,77.5,20.9
2017-05-06,15.4,2.5,15.1
2017-05-07,11.7,0.0,17.7
2017-05-08,11.8,0.0,10.0
2017-05-09,12.9,0.0,12.0
2017-05-10,13.6,0.0,9.2
2017-05-11,13.1,0.0,9.2
2017-05-12,12.7,0.0,10.3
2017-05-13,10.4,45.5,20.3
2017-05-14,14.0,2.3,7.1
2017-05-15,16.4,0.0,6.6
2017-05-16,19.8,0.0,10.2
2017-05-17,24.5,0.0,12.1
2017-05-18,27.6,0.0,13.0
2017-05-19,27.6,0.0,16.2
2017-05-20,16.6,0.0,17.5
2017-05-21,15.7,0.0,11.3
2017-05-22,14.4,17.8,8.6
2017-05-23,17.4,0.0,8.9
2017-05-24,16.8,1.0,13.4
2017-05-25,14.5,24.1,22.2
2017-05-26,18.3,3.8,8.8
2017-05-27,18.9,0.0,7.6
2017-05-28,17.8,0.0,12.2
2017-05-29,15.4,3.6,10.8
2017-05-30,14.3,4.6,11.3
2017-05-31,18.7,1.3,8.1
2017-06-01,21.4,0.0,13.4
2017-06-02,20.7,0.0,10.5
2017-06-03,19.3,0.8,7.8
2017-06-04,17.9,2.5,8.2
2017-06-05,17.7,1.3,12.7
2017-06-06,14.3,1.3,18.9
2017-06-07,16.1,0.0,12.5
2017-06-08,17.3,0.0,9.6
2017-06-09,20.9,0.0,9.3
2017-06-10,24.4,0.0,11.0
2017-06-11,27.1,0.0,12.4
2017-06-12,28.4,0.0,11.9
2017-06-13,28.8,0.0,10.0
2017-06-14,24.1,4.3,12.0
2017-06-15,21.2,0.0,12.2
2017-06-16,19.1,0.0,14.0
2017-06-17,20.4,31.5,8.5
2017-06-18,25.0,0.0,7.6
2017-06-19,27.4,38.4,22.3
2017-06-20,24.2,0.5,20.2
2017-06-21,25.7,0.0,18.0
2017-06-22,24.3,0.0,10.8
2017-06-23,27.1,10.4,20.5
2017-06-24,26.3,39.6,19.4
2017-06-25,25.6,0.0,13.0
2017-06-26,23.5,0.0,16.6
2017-06-27,21.7,3.8,13.0
2017-06-28,22.3,0.0,10.3
2017-06-29,23.8,0.0,14.8
2017-06-30,26.9,0.0,22.3
2017-07-01,25.4,11.9,9.9
2017-07-02,25.7,0.0,16.9
2017-07-03,27.2,0.0,8.1
2017-07-04,25.8,0.0,8.2
2017-07-05,25.0,0.0,13.5
2017-07-06,23.1,0.0,9.9
2017-07-07,22.9,54.6,13.4
2017-07-08,25.1,0.0,11.4
2017-07-09,24.8,0.0,8.2
2017-07-10,25.0,0.0,10.8
2017-07-11,26.4,1.0,10.2
2017-07-12,27.9,0.3,13.3
2017-07-13,28.1,0.8,11.4
2017-07-14,21.0,7.6,15.9
2017-07-15,24.9,0.3,7.5
2017-07-16,25.7,0.0,7.7
2017-07-17,25.8,0.0,8.9
2017-07-18,26.7,0.0,8.0
2017-07-19,29.0,0.0,10.1
2017-07-20,29.5,0.0,8.7
2017-07-21,28.9,0.0,11.3
2017-07-22,28.8,9.9,6.9
2017-07-23,24.3,1.3,8.7
2017-07-24,21.1,22.9,19.9
2017-07-25,20.2,0.3,14.6
2017-07-26,22.3,0.0,12.8
2017-07-27,22.8,0.0,9.1
2017-07-28,25.4,0.0,8.4
2017-07-29,23.4,0.0,22.7
2017-07-30,23.9,0.0,7.5
2017-07-31,25.7,0.0,8.3
2017-08-01,27.4,0.0,8.5
2017-08-02,24.7,25.1,6.4
2017-08-03,25.3,0.3,7.6
2017-08-04,25.3,21.6,13.9
2017-08-05,24.2,16.3,13.7
2017-08-06,22.4,0.0,8.6
2017-08-07,19.9,16.5,8.3
2017-08-08,21.2,0.0,13.0
2017-08-09,24.8,0.0,7.4
2017-08-10,24.5,0.0,9.5
2017-08-11,24.0,0.3,10.8
2017-08-12,22.8,3.0,8.7
2017-08-13,24.8,0.0,13.0
2017-08-14,24.9,0.0,8.7
2017-08-15,22.6,13.0,5.4
2017-08-16,26.3,0.0,5.4
2017-08-17,25.3,0.0,11.7
2017-08-18,25.0,17.3,7.8
2017-08-19,26.9,0.0,11.4
2017-08-20,25.9,0.0,7.0
2017-08-21,26.1,0.0,9.9
2017-08-22,27.3,17.8,14.0
2017-08-23,25.7,0.0,7.8
2017-08-24,24.3,0.0,5.8
2017-08-25,23.1,0.0,7.9
2017-08-26,23.1,0.0,9.4
2017-08-27,22.7,0.0,12.1
2017-08-28,21.6,0.0,14.2
2017-08-29,19.3,7.6,21.3
2017-08-30,21.7,0.0,12.7
2017-08-31,23.2,0.8,9.0
2017-09-01,19.1,0.0,8.8
2017-09-02,17.9,15.2,16.9
2017-09-03,18.7,12.2,16.8
2017-09-04,22.1,0.0,14.7
2017-09-05,24.3,0.8,16.6
2017-09-06,20.3,9.4,9.1
2017-09-07,19.5,0.8,17.4
2017-09-08,19.4,0.0,12.4
2017-09-09,17.3,0.0,17.3
2017-09-10,19.6,0.0,9.1
2017-09-11,20.7,0.0,6.4
2017-09-12,22.2,0.0,3.7
2017-09-13,21.9,4.3,8.7
2017-09-14,23.6,0.0,7.4
2017-09-15,23.9,0.0,6.4
2017-09-16,23.5,0.0,7.1
2017-09-17,22.9,0.0,7.6
2017-09-18,21.8,0.0,16.1
2017-09-19,22.7,1.0,23.3
2017-09-20,24.2,0.0,8.5
2017-09-21,24.7,0.0,9.0
2017-09-22,24.4,0.0,11.3
2017-09-23,26.2,0.0,5.9
2017-09-24,26.7,0.0,3.2
2017-09-25,25.5,0.0,6.4
2017-09-26,23.6,0.0,9.1
2017-09-27,25.7,0.0,11.2
2017-09-28,23.6,0.0,7.2
2017-09-29,18.0,0.0,8.7
2017-09-30,17.2,0.0,9.2
2017-10-01,17.4,0.0,11.4
2017-10-02,18.9,0.0,9.7
2017-10-03,18.6,0.0,9.8
2017-10-04,19.4,0.0,14.7
2017-10-05,22.5,0.0,16.1
2017-10-06,23.0,0.0,7.6
2017-10-07,23.1,0.0,8.8
2017-10-08,23.5,5.6,11.9
2017-10-09,23.3,6.6,9.3
2017-10-10,24.2,0.0,6.3
2017-10-11,21.6,0.3,14.5
2017-10-12,16.9,1.3,19.8
2017-10-13,16.5,0.0,16.9
2017-10-14,19.8,2.5,10.6
2017-10-15,20.6,0.0,13.5
2017-10-16,16.1,0.3,7.8
2017-10-17,12.4,0.0,10.3
2017-10-18,16.3,0.0,11.9
2017-10-19,17.9,0.0,13.8
2017-10-20,19.5,0.0,8.6
2017-10-21,20.1,0.0,5.6
2017-10-22,19.1,0.0,6.5
2017-10-23,20.0,0.0,10.6
2017-10-24,20.8,5.3,17.0
2017-10-25,17.7,0.0,7.6
2017-10-26,14.0,0.0,7.5
2017-10-27,13.7,0.0,11.0
2017-10-28,17.3,0.0,12.7
2017-10-29,17.8,98.0,15.5
2017-10-30,13.4,5.6,21.0
2017-10-31,12.3,0.0,17.9
2017-11-01,12.4,0.0,10.7
2017-11-02,17.2,0.0,10.1
2017-11-03,18.7,0.0,9.4
2017-11-04,12.4,0.0,14.1
2017-11-05,14.5,1.3,14.5
2017-11-06,16.2,0.0,10.5
2017-11-07,8.8,17.5,13.8
2017-11-08,8.7,0.0,15.2
2017-11-09,10.8,0.0,12.3
2017-11-10,5.0,0.3,11.4
2017-11-11,1.9,0.0,8.7
2017-11-12,6.0,0.0,7.5
2017-11-13,8.2,2.3,11.9
2017-11-14,7.1,0.0,11.8
2017-11-15,8.7,0.0,12.4
2017-11-16,11.3,3.8,13.4
2017-11-17,7.7,0.0,8.0
2017-11-18,8.1,3.0,10.4
2017-11-19,11.4,6.6,14.1
2017-11-20,6.6,0.0,20.1
2017-11-21,10.3,0.0,15.3
2017-11-22,10.1,3.0,6.9
2017-11-23,4.3,0.0,10.0
2017-11-24,6.6,0.0,10.0
2017-11-25,10.0,0.0,11.6
2017-11-26,9.0,0.0,18.4
2017-11-27,8.2,0.0,10.7
2017-11-28,8.6,0.0,13.0
2017-11-29,12.0,0.0,12.8
2017-11-30,8.7,0.5,12.3
2017-12-01,10.0,0.0,7.8
2017-12-02,7.8,0.0,8.2
2017-12-03,8.8,0.0,7.7
2017-12-04,8.9,0.0,7.6
2017-12-05,13.2,7.9,10.9
2017-12-06,8.2,0.0,18.6
2017-12-07,5.9,0.0,20.1
2017-12-08,3.5,0.0,13.6
2017-12-09,2.2,9.4,9.6
2017-12-10,2.3,0.0,18.5
2017-12-11,4.0,0.0,14.9
2017-12-12,6.1,0.0,18.4
2017-12-13,-1.5,0.0,18.0
2017-12-14,-0.6,2.0,8.9
2017-12-15,-3.4,2.5,10.6
2017-12-16,0.5,0.0,17.6
2017-12-17,2.9,0.0,7.7
2017-12-18,5.5,1.0,11.6
2017-12-19,9.8,0.0,18.1
2017-12-20,7.3,0.0,8.7
2017-12-21,3.5,0.0,8.9
2017-12-22,6.0,0.0,12.0
2017-12-23,7.3,13.0,14.1
2017-12-24,4.6,0.0,13.5
2017-12-25,2.3,5.1,24.1
2017-12-26,-2.0,0.0,17.2
2017-12-27,-4.4,0.0,9.7
2017-12-28,-7.2,0.0,10.5
2017-12-29,-6.9,0.0,11.2
2017-12-30,-5.3,0.8,12.2
2017-12-31,-8.4,0.0,24.1
2018-01-01,-8.6,0.0,9.6
2018-01-02,-6.0,0.0,19.9
2018-01-03,-4.0,0.0,13.0
2018-01-04,-2.9,18.0,10.5
2018-01-05,-8.1,0.0,9.1
2018-01-06,-9.8,0.0,13.7
2018-01-07,-9.1,0.0,13.4
2018-01-08,-3.6,0.0,17.4
2018-01-09,2.6,0.0,9.4
2018-01-10,2.5,0.0,7.5
2018-01-11,6.6,0.0,6.4
2018-01-12,13.2,14.0,8.9
2018-01-13,3.7,1.5,8.7
2018-01-14,-5.2,0.0,13.3
2018-01-15,-3.5,0.0,23.2
2018-01-16,-1.6,0.0,8.6
2018-01-17,0.7,5.8,9.4
2018-01-18,-4.0,0.0,18.4
2018-01-19,-1.5,0.0,13.7
2018-01-20,4.6,0.0,19.8
2018-01-21,6.4,0.0,7.9
2018-01-22,7.8,0.3,9.4
2018-01-23,8.8,6.4,17.3
2018-01-24,5.7,0.0,24.5
2018-01-25,-1.5,0.0,22.3
2018-01-26,-0.8,0.0,7.9
2018-01-27,4.2,0.0,15.8
2018-01-28,10.7,5.1,10.8
2018-01-29,5.7,0.0,23.0
2018-01-30,0.7,1.3,10.8
2018-01-31,-3.7,0.0,17.3
2018-02-01,3.5,0.5,9.7
2018-02-02,-1.2,3.6,8.7
2018-02-03,-3.7,0.0,18.2
2018-02-04,3.1,20.6,10.4
2018-02-05,1.6,0.0,10.2
2018-02-06,0.3,0.0,8.8
2018-02-07,2.1,23.9,19.0
2018-02-08,-0.2,0.0,11.2
2018-02-09,0.0,0.0,11.3
2018-02-10,6.6,16.3,5.5
2018-02-11,10.6,30.2,8.5
2018-02-12,8.4,0.0,8.7
2018-02-13,0.3,0.0,14.0
2018-02-14,6.0,1.3,9.8
2018-02-15,10.1,2.8,9.1
2018-02-16,10.5,1.5,7.9
2018-02-17,1.8,12.2,11.2
2018-02-18,4.8,0.0,6.5
2018-02-19,6.5,1.5,7.3
2018-02-20,11.6,0.0,13.7
2018-02-21,17.3,0.0,10.3
2018-02-22,7.5,3.8,19.4
2018-02-23,3.9,1.3,14.4
2018-02-24,7.9,1.5,9.1
2018-02-25,6.0,24.9,17.2
2018-02-26,7.9,0.0,8.6
2018-02-27,8.3,0.0,8.1
2018-02-28,9.8,0.0,10.5
2018-03-01,10.8,13.0,11.1
2018-03-02,3.8,48.0,13.6
2018-03-03,5.8,0.0,8.7
2018-03-04,5.2,0.0,10.7
2018-03-05,3.8,0.0,8.7
2018-03-06,4.8,0.0,10.6
2018-03-07,2.1,21.6,19.1
2018-03-08,3.0,0.0,11.9
2018-03-09,2.6,0.0,21.7
2018-03-10,2.9,0.0,14.4
2018-03-11,3.3,0.0,15.1
2018-03-12,4.1,1.0,19.8
2018-03-13,3.0,6.6,9.9
2018-03-14,2.2,0.0,24.9
2018-03-15,4.1,0.0,18.6
2018-03-16,3.0,0.0,10.1
2018-03-17,3.7,0.0,10.4
2018-03-18,4.0,0.0,7.9
2018-03-19,5.2,0.0,9.7
2018-03-20,2.4,0.0,21.4
2018-03-21,1.9,19.6,23.6
2018-03-22,5.3,1.3,6.3
2018-03-23,5.9,0.0,7.1
2018-03-24,6.7,0.0,8.5
2018-03-25,4.6,0.0,17.5
2018-03-26,4.1,0.0,12.6
2018-03-27,4.2,0.8,11.4
2018-03-28,6.2,0.8,8.0
2018-03-29,8.9,0.8,6.9
2018-03-30,10.8,0.5,5.7
2018-03-31,8.0,0.0,12.7
2018-04-01,10.2,0.0,9.5
2018-04-02,4.2,14.2,15.8
2018-04-03,4.9,5.8,11.1
2018-04-04,8.8,1.5,13.5
2018-04-05,4.9,0.0,13.9
2018-04-06,8.1,1.8,12.6
2018-04-07,7.4,0.0,9.1
2018-04-08,4.6,0.0,10.1
2018-04-09,4.2,0.0,10.0
2018-04-10,6.4,0.0,9.1
2018-04-11,6.1,0.0,10.1
2018-04-12,10.4,0.0,8.1
2018-04-13,18.9,0.0,15.2
2018-04-14,17.8,0.0,17.5
2018-04-15,6.0,11.2,29.4
2018-04-16,9.2,75.9,28.7
2018-04-17,6.8,0.0,20.5
2018-04-18,7.8,0.0,17.4
2018-04-19,7.3,3.0,10.7
2018-04-20,7.1,0.0,7.2
2018-04-21,10.7,0.0,8.0
2018-04-22,12.3,0.0,7.2
2018-04-23,12.0,0.0,7.1
2018-04-24,12.7,2.0,11.6
2018-04-25,12.8,21.6,14.5
2018-04-26,15.6,0.3,18.4
2018-04-27,12.4,2.5,11.8
2018-04-28,13.4,6.6,8.4
2018-04-29,12.1,1.0,6.8
2018-04-30,9.6,1.0,11.3
2018-05-01,17.3,0.0,10.2
2018-05-02,23.8,0.0,21.6
2018-05-03,27.1,0.0,19.8
2018-05-04,25.0,0.0,20.9
2018-05-05,22.4,0.0,18.4
2018-05-06,18.2,0.0,13.7
2018-05-07,17.2,0.0,11.9
2018-05-08,16.1,0.0,9.0
2018-05-09,16.9,0.0,8.6
2018-05-10,14.5,2.0,9.7
2018-05-11,19.1,0.0,16.9
2018-05-12,14.3,5.3,11.9
2018-05-13,12.1,6.4,11.1
2018-05-14,14.9,3.0,6.6
2018-05-15,20.1,10.9,8.8
2018-05-16,16.4,8.9,15.4
2018-05-17,16.3,8.4,8.2
2018-05-18,16.6,0.0,17.8
2018-05-19,12.8,18.3,17.7
2018-05-20,21.5,0.0,11.2
2018-05-21,19.8,0.0,8.5
2018-05-22,16.6,4.8,6.6
2018-05-23,20.6,6.1,6.5
2018-05-24,22.9,0.0,7.6
2018-05-25,23.7,0.0,14.9
2018-05-26,27.2,0.0,13.0
2018-05-27,18.3,22.1,17.6
2018-05-28,16.1,0.0,9.6
2018-05-29,23.0,0.0,9.0
2018-05-30,19.6,0.0,12.2
2018-05-31,18.6,0.3,9.5
2018-06-01,21.6,5.1,7.4
2018-06-02,25.1,1.3,14.8
2018-06-03,17.0,5.1,19.4
2018-06-04,16.9,2.8,12.2
2018-06-05,19.9,0.0,19.1
2018-06-06,18.1,0.0,9.4
2018-06-07,18.0,0.0,11.2
2018-06-08,21.8,0.0,14.0
2018-06-09,23.5,0.0,10.4
2018-06-10,20.2,1.5,9.0
2018-06-11,17.1,1.8,9.0
2018-06-12,18.2,0.0,12.2
2018-06-13,20.9,1.0,15.8
2018-06-14,24.8,0.0,24.1
2018-06-15,21.7,0.0,17.6
2018-06-16,23.4,0.0,12.2
2018-06-17,25.1,0.0,10.1
2018-06-18,26.2,3.6,19.4
2018-06-19,27.4,4.3,18.7
2018-06-20,24.2,1.8,10.4
2018-06-21,24.0,2.8,13.3
2018-06-22,21.1,3.6,13.3
2018-06-23,18.9,0.0,12.2
2018-06-24,23.6,0.3,13.3
2018-06-25,24.3,0.0,19.8
2018-06-26,21.9,0.0,14.8
2018-06-27,21.1,0.0,12.2
2018-06-28,24.1,12.7,13.3
2018-06-29,27.8,0.0,12.6
2018-06-30,29.2,0.0,11.2
2018-07-01,29.7,0.0,9.7
2018-07-02,30.4,0.0,9.4
2018-07-03,28.4,3.3,5.4
2018-07-04,26.7,0.0,7.2
2018-07-05,27.4,0.0,14.4
2018-07-06,25.5,6.9,20.5
2018-07-07,21.6,0.0,15.5
2018-07-08,22.9,0.0,8.6
2018-07-09,24.8,0.0,11.5
2018-07-10,27.3,0.0,14.4
2018-07-11,26.5,0.0,16.6
2018-07-12,24.7,0.0,10.8
2018-07-13,24.6,0.0,11.5
2018-07-14,26.5,1.5,16.9
2018-07-15,24.4,29.0,11.2
2018-07-16,27.6,0.0,13.7
2018-07-17,25.7,28.4,15.8
2018-07-18,24.9,0.0,19.4
2018-07-19,23.9,0.0,12.2
2018-07-20,23.9,0.0,10.8
2018-07-21,23.0,24.9,17.6
2018-07-22,23.1,15.2,21.2
2018-07-23,24.2,4.3,18.4
2018-07-24,25.3,0.0,20.2
2018-07-25,24.1,16.8,14.0
2018-07-26,24.6,0.3,14.0
2018-07-27,26.2,29.5,11.2
2018-07-28,24.3,0.0,7.6
2018-07-29,25.4,0.0,12.2
2018-07-30,24.3,0.0,8.3
2018-07-31,23.4,0.0,11.9
2018-08-01,26.2,2.3,19.8
2018-08-02,27.7,10.2,15.5
2018-08-03,26.3,13.7,11.9
2018-08-04,26.8,17.5,13.3
2018-08-05,29.0,0.0,9.4
2018-08-06,29.4,0.0,10.8
2018-08-07,28.0,3.3,13.7
2018-08-08,28.0,0.0,10.1
2018-08-09,28.5,0.3,15.5
2018-08-10,27.5,0.0,9.0
2018-08-11,24.1,32.0,7.6
2018-08-12,25.8,0.0,10.8
2018-08-13,23.8,18.3,11.9
2018-08-14,24.0,10.2,12.2
2018-08-15,27.0,0.0,16.6
2018-08-16,28.7,0.0,13.0
2018-08-17,28.1,15.5,14.4
2018-08-18,25.9,2.8,16.9
2018-08-19,22.6,0.0,16.2
2018-08-20,22.5,0.0,11.9
2018-08-21,22.5,2.8,13.3
2018-08-22,25.6,19.1,18.7
2018-08-23,24.1,0.0,18.4
2018-08-24,24.8,0.0,7.9
2018-08-25,24.2,0.0,7.9
2018-08-26,25.3,0.0,13.7
2018-08-27,27.7,0.0,10.8
2018-08-28,30.1,0.0,16.2
2018-08-29,30.6,0.0,16.9
2018-08-30,29.7,0.0,18.4
2018-08-31,24.3,1.3,15.8
2018-09-01,23.3,0.0,11.9
2018-09-02,24.8,0.0,7.9
2018-09-03,28.0,0.0,11.5
2018-09-04,29.7,0.0,10.8
2018-09-05,28.2,0.0,10.8
2018-09-06,28.4,1.8,13.7
2018-09-07,24.4,0.0,15.5
2018-09-08,21.3,0.3,21.6
2018-09-09,14.9,13.0,20.2
2018-09-10,17.0,17.5,19.1
2018-09-11,21.4,0.3,7.9
2018-09-12,23.7,5.8,9.4
2018-09-13,22.8,11.9,10.8
2018-09-14,22.7,1.3,14.9
2018-09-15,22.7,0.0,5.8
2018-09-16,23.2,0.0,5.8
2018-09-17,22.9,0.0,9.4
2018-09-18,24.2,11.7,15.1
2018-09-19,23.8,0.0,12.2
2018-09-20,20.7,0.3,10.4
2018-09-21,21.7,0.0,14.5
2018-09-22,22.3,0.0,10.9
2018-09-23,18.8,0.0,13.9
2018-09-24,18.7,0.0,21.5
2018-09-25,19.7,48.0,16.7
2018-09-26,24.7,0.5,8.1
2018-09-27,21.0,0.3,12.8
2018-09-28,17.4,30.7,13.5
2018-09-29,19.6,0.0,8.5
2018-09-30,19.4,0.0,11.5
2018-10-01,21.4,0.0,8.6
2018-10-02,22.8,11.7,9.7
2018-10-03,21.4,0.0,9.3
2018-10-04,21.6,0.0,7.0
2018-10-05,19.8,0.0,14.0
2018-10-06,19.2,0.3,10.1
2018-10-07,21.8,0.0,10.8
2018-10-08,20.3,0.0,11.5
2018-10-09,21.2,0.0,7.6
2018-10-10,23.3,0.0,8.1
2018-10-11,22.6,18.3,7.3
2018-10-12,17.4,8.4,26.6
2018-10-13,12.8,1.8,8.1
2018-10-14,13.2,0.0,10.3
2018-10-15,17.0,1.0,14.5
2018-10-16,13.2,0.0,19.1
2018-10-17,11.1,0.0,22.3
2018-10-18,8.8,0.0,19.4
2018-10-19,8.6,0.0,17.6
2018-10-20,13.7,1.5,18.4
2018-10-21,9.8,0.0,6.8
2018-10-22,5.9,0.0,13.7
2018-10-23,11.4,0.0,14.0
2018-10-24,10.0,0.0,23.0
2018-10-25,7.7,0.0,16.9
2018-10-26,8.1,0.3,9.5
2018-10-27,9.8,27.7,28.3
2018-10-28,10.1,0.5,15.4
2018-10-29,12.1,0.3,13.9
