time,avg_temp_CÂ°,precipitation_mm,windspeed_km/h
2020-09-02,24.3,2.8,9.0
2020-09-03,26.2,21.6,6.4
2020-09-04,26.0,0.0,7.2
2020-09-05,24.1,0.0,12.2
2020-09-06,23.6,0.0,10.7
2020-09-07,23.4,0.0,10.5
2020-09-08,24.2,0.0,6.2
2020-09-09,24.3,0.0,8.2
2020-09-10,24.9,36.3,9.5
2020-09-11,24.0,0.0,10.5
2020-09-12,20.7,0.0,14.4
2020-09-13,22.0,0.0,13.1
2020-09-14,22.9,0.0,7.5
2020-09-15,17.6,0.0,12.9
2020-09-16,19.2,0.0,11.9
2020-09-17,21.4,0.0,9.6
2020-09-18,20.5,0.0,12.2
2020-09-19,16.2,0.0,12.6
2020-09-20,16.1,0.0,19.7
2020-09-21,16.8,0.0,14.5
2020-09-22,18.1,0.0,5.6
2020-09-23,21.7,0.0,4.2
2020-09-24,21.2,0.0,6.6
2020-09-25,20.9,0.0,5.9
2020-09-26,21.0,0.0,8.4
2020-09-27,22.6,1.3,7.3
2020-09-28,22.7,0.5,10.7
2020-09-29,21.7,19.0,7.5
2020-09-30,19.6,18.5,21.1
2020-10-01,19.3,0.5,15.6
2020-10-02,17.2,0.3,8.7
2020-10-03,16.8,0.0,7.2
2020-10-04,14.4,0.0,9.7
2020-10-05,16.3,0.0,10.8
2020-10-06,18.0,0.0,11.7
2020-10-07,19.3,0.0,16.0
2020-10-08,16.7,0.0,7.1
2020-10-09,16.9,0.0,10.6
2020-10-10,18.8,0.0,18.0
2020-10-11,18.6,0.3,14.5
2020-10-12,13.1,20.1,26.9
2020-10-13,14.7,6.4,12.1
2020-10-14,16.5,0.0,9.9
2020-10-15,18.5,0.0,11.6
2020-10-16,15.0,24.9,7.6
2020-10-17,13.1,0.0,7.6
2020-10-18,14.5,0.0,10.3
2020-10-19,14.5,0.0,10.8
2020-10-20,18.1,0.5,5.5
2020-10-21,18.2,0.0,4.4
2020-10-22,18.9,0.0,4.3
2020-10-23,18.0,0.0,5.5
2020-10-24,17.4,0.0,6.9
2020-10-25,11.1,1.0,15.6
2020-10-26,13.6,1.8,13.1
2020-10-27,14.8,0.0,6.6
2020-10-28,13.7,2.0,8.7
2020-10-29,11.7,40.4,18.4
2020-10-30,7.4,17.8,16.6
2020-10-31,3.8,0.0,9.4
2020-11-01,11.0,9.4,13.7
2020-11-02,7.1,0.0,13.9
2020-11-03,9.6,0.0,18.0
2020-11-04,12.5,0.0,11.0
2020-11-05,14.9,0.0,9.4
2020-11-06,16.7,0.0,9.9
2020-11-07,17.9,0.0,9.5
2020-11-08,17.1,0.0,5.4
2020-11-09,17.5,0.0,5.6
2020-11-10,18.5,0.0,9.6
2020-11-11,19.0,16.0,8.7
2020-11-12,14.1,4.1,13.3
2020-11-13,10.5,3.0,10.9
2020-11-14,10.4,0.0,8.2
2020-11-15,11.6,1.8,19.4
2020-11-16,11.3,0.0,21.6
2020-11-17,7.6,0.0,8.8
2020-11-18,3.0,0.0,7.9
2020-11-19,5.3,0.0,15.7
2020-11-20,12.0,0.0,13.7
2020-11-21,13.6,0.0,7.9
2020-11-22,10.4,0.0,20.5
2020-11-23,11.6,11.7,7.3
2020-11-24,8.2,0.0,9.4
2020-11-25,10.4,0.0,8.4
2020-11-26,15.1,16.5,9.2
2020-11-27,13.0,0.0,8.4
2020-11-28,11.0,0.0,6.8
2020-11-29,9.5,0.0,9.5
2020-11-30,13.9,30.7,16.4
2020-12-01,10.1,0.0,22.6
2020-12-02,5.0,0.0,27.0
2020-12-03,6.5,0.0,16.9
2020-12-04,8.6,3.0,12.7
2020-12-05,7.1,24.6,10.0
2020-12-06,4.3,0.0,6.4
2020-12-07,3.0,0.0,9.7
2020-12-08,0.8,0.0,18.7
2020-12-09,2.3,1.5,17.2
2020-12-10,6.7,0.0,8.5
2020-12-11,9.1,0.0,8.6
2020-12-12,11.1,0.0,9.5
2020-12-13,12.0,0.0,10.5
2020-12-14,5.7,7.1,7.5
2020-12-15,3.2,0.0,19.1
2020-12-16,-0.3,9.9,27.7
2020-12-17,0.1,14.7,14.8
2020-12-18,-0.4,0.0,7.3
2020-12-19,-1.0,0.0,8.0
2020-12-20,2.2,0.3,5.9
2020-12-21,5.2,0.0,8.1
2020-12-22,5.7,0.0,8.2
2020-12-23,5.2,0.0,8.1
2020-12-24,11.6,10.9,12.5
2020-12-25,9.1,16.8,23.5
2020-12-26,-1.3,0.0,25.3
2020-12-27,0.4,0.0,10.9
2020-12-28,6.8,0.0,9.3
2020-12-29,3.8,0.0,6.8
2020-12-30,2.3,0.0,12.0
2020-12-31,6.3,15.2,15.5
2021-01-01,3.6,17.3,13.2
2021-01-02,6.3,6.1,11.6
2021-01-03,3.4,5.7,22.4
2021-01-04,4.6,0.7,8.1
2021-01-05,4.4,0.0,8.1
2021-01-06,4.1,0.4,6.9
2021-01-07,3.2,0.2,6.0
2021-01-08,1.4,0.0,10.2
2021-01-09,1.1,0.0,8.0
2021-01-10,3.0,0.0,6.7
2021-01-11,1.5,0.0,5.0
2021-01-12,3.7,0.0,9.3
2021-01-13,4.1,0.0,11.0
2021-01-14,6.4,0.0,6.7
2021-01-15,6.0,4.2,21.3
2021-01-16,6.2,14.6,15.9
2021-01-17,4.8,0.0,22.7
2021-01-18,5.3,0.1,14.7
2021-01-19,3.5,0.0,17.1
2021-01-20,2.4,1.5,7.5
2021-01-21,1.7,0.0,11.8
2021-01-22,4.7,0.0,12.6
2021-01-23,0.1,0.0,8.0
2021-01-24,-1.4,0.0,6.7
2021-01-25,0.7,0.0,8.3
2021-01-26,1.6,7.0,18.6
2021-01-27,2.5,0.5,6.5
2021-01-28,-0.5,0.0,6.1
2021-01-29,-4.6,0.0,8.1
2021-01-30,-3.0,0.0,8.3
2021-01-31,-3.4,1.9,14.7
2021-02-01,-0.7,24.0,30.8
2021-02-02,0.6,2.4,8.7
2021-02-03,1.1,0.0,4.4
2021-02-04,3.1,0.0,8.3
2021-02-05,5.1,1.5,9.1
2021-02-06,3.7,0.0,15.3
2021-02-07,1.6,9.8,11.7
2021-02-08,-2.8,0.0,10.4
2021-02-09,-0.2,2.4,10.7
2021-02-10,0.0,0.6,7.9
2021-02-11,-0.8,4.6,11.2
2021-02-12,-2.0,0.0,9.8
2021-02-13,-1.2,1.1,17.7
2021-02-14,1.1,0.2,10.9
2021-02-15,1.7,1.2,14.2
2021-02-16,5.5,11.3,18.4
2021-02-17,-0.6,0.0,7.1
2021-02-18,-1.6,5.7,19.5
2021-02-19,0.2,7.3,16.6
2021-02-20,0.4,0.0,16.3
2021-02-21,0.3,0.0,11.7
2021-02-22,1.3,9.6,12.2
2021-02-23,4.2,0.2,13.3
2021-02-24,7.8,0.0,10.8
2021-02-25,7.8,0.0,8.2
2021-02-26,4.5,0.0,10.9
2021-02-27,6.7,6.8,13.1
2021-02-28,5.7,4.5,13.1
2021-03-01,5.8,6.2,9.7
2021-03-02,-0.5,0.0,8.9
2021-03-03,5.4,0.0,13.5
2021-03-04,4.6,0.0,6.5
2021-03-05,0.5,0.0,6.6
2021-03-06,1.0,0.0,8.5
2021-03-07,2.1,0.0,7.6
2021-03-08,2.5,0.0,9.7
2021-03-09,10.2,0.1,9.5
2021-03-10,8.6,0.0,11.5
2021-03-11,12.9,0.0,7.7
2021-03-12,16.1,0.2,15.0
2021-03-13,6.6,0.0,13.5
2021-03-14,7.7,0.0,31.7
2021-03-15,1.3,0.0,6.7
2021-03-16,1.5,0.0,10.3
2021-03-17,4.7,0.0,10.5
2021-03-18,6.8,11.2,11.8
2021-03-19,4.6,2.0,14.6
2021-03-20,7.2,0.0,5.7
2021-03-21,9.7,0.0,4.1
2021-03-22,9.1,0.0,7.3
2021-03-23,10.4,0.0,12.6
2021-03-24,10.7,24.8,18.1
2021-03-25,12.4,1.1,5.7
2021-03-26,16.8,1.7,16.0
2021-03-27,13.8,0.0,6.9
2021-03-28,12.5,17.9,9.2
2021-03-29,10.6,0.0,9.7
2021-03-30,10.5,0.0,13.2
2021-03-31,13.2,6.2,4.7
2021-04-01,8.6,3.1,5.8
2021-04-02,2.7,0.0,7.9
2021-04-03,6.3,0.2,8.4
2021-04-04,11.1,0.0,5.5
2021-04-05,14.5,0.0,5.8
2021-04-06,14.8,0.0,7.3
2021-04-07,14.5,1.1,5.4
2021-04-08,13.8,0.0,6.8
2021-04-09,10.5,0.0,7.8
2021-04-10,12.7,0.4,5.5
2021-04-11,12.0,17.6,16.9
2021-04-12,8.6,7.9,16.6
2021-04-13,12.2,3.1,8.7
2021-04-14,13.6,0.2,8.1
2021-04-15,11.5,8.9,7.8
2021-04-16,8.7,2.9,6.2
2021-04-17,10.2,0.0,6.2
2021-04-18,12.8,0.5,6.2
2021-04-19,14.0,0.0,6.7
2021-04-20,16.2,0.0,12.5
2021-04-21,13.2,4.0,10.2
2021-04-22,6.6,0.2,9.4
2021-04-23,11.2,0.2,13.6
2021-04-24,14.8,0.0,10.1
2021-04-25,13.3,13.0,6.7
2021-04-26,11.8,0.0,5.9
2021-04-27,12.5,0.0,7.5
2021-04-28,17.2,0.0,7.8
2021-04-29,18.4,2.1,6.4
2021-04-30,17.2,1.4,13.6
2021-05-01,12.6,0.0,10.2
2021-05-02,19.0,0.4,16.5
2021-05-03,15.9,4.2,16.1
2021-05-04,15.1,6.9,12.6
2021-05-05,12.7,7.9,10.5
2021-05-06,14.8,0.0,6.5
2021-05-07,14.1,0.0,11.3
2021-05-08,11.2,3.1,9.4
2021-05-09,11.3,4.7,12.8
2021-05-10,12.3,5.1,10.9
2021-05-11,14.6,0.0,9.5
2021-05-12,14.7,0.0,5.2
2021-05-13,16.4,0.0,7.8
2021-05-14,18.2,0.2,8.6
2021-05-15,19.0,0.1,6.3
2021-05-16,18.4,0.3,8.6
2021-05-17,19.1,0.0,5.8
2021-05-18,21.2,0.0,12.1
2021-05-19,23.4,0.0,5.9
2021-05-20,19.4,0.0,7.8
2021-05-21,19.3,0.2,6.5
2021-05-22,24.0,0.0,3.8
2021-05-23,26.2,0.2,6.1
2021-05-24,17.2,0.0,17.1
2021-05-25,18.2,0.0,10.6
2021-05-26,22.4,0.0,10.7
2021-05-27,23.3,0.8,7.3
2021-05-28,16.2,4.1,21.1
2021-05-29,10.5,11.5,25.5
2021-05-30,10.5,14.6,15.1
2021-05-31,15.3,0.2,5.8
2021-06-01,19.2,0.0,7.3
2021-06-02,19.2,0.0,7.2
2021-06-03,18.6,13.6,5.4
2021-06-04,20.6,30.2,7.9
2021-06-05,25.0,1.1,12.0
2021-06-06,28.1,0.0,7.2
2021-06-07,27.0,0.0,5.2
2021-06-08,25.5,8.1,7.7
2021-06-09,25.8,0.5,8.5
2021-06-10,24.2,0.1,16.5
2021-06-11,19.1,0.4,13.8
2021-06-12,19.2,0.3,10.3
2021-06-13,19.5,0.0,7.5
2021-06-14,20.2,9.5,8.6
2021-06-15,22.7,15.0,7.2
2021-06-16,21.8,0.0,6.4
2021-06-17,21.8,0.0,8.8
2021-06-18,23.1,0.0,11.0
2021-06-19,24.2,5.5,12.1
2021-06-20,24.8,0.6,7.3
2021-06-21,26.3,0.2,8.3
2021-06-22,21.0,15.2,8.2
2021-06-23,19.8,0.0,7.9
2021-06-24,20.7,0.0,9.5
2021-06-25,21.4,0.7,9.4
2021-06-26,23.9,2.1,10.6
2021-06-27,26.4,0.6,10.5
2021-06-28,28.1,0.2,12.4
2021-06-29,29.6,0.0,12.8
2021-06-30,30.1,3.2,11.9
2021-07-01,24.6,27.8,6.1
2021-07-02,22.7,16.6,10.1
2021-07-03,18.1,7.7,17.3
2021-07-04,21.6,1.1,7.5
2021-07-05,24.6,0.3,8.9
2021-07-06,26.8,6.2,12.7
2021-07-07,27.8,1.3,8.6
2021-07-08,25.8,2.8,12.9
2021-07-09,25.1,25.8,10.8
2021-07-10,24.3,0.6,7.1
2021-07-11,23.2,3.2,12.0
2021-07-12,25.6,18.7,9.1
2021-07-13,22.8,1.0,13.0
2021-07-14,25.3,0.5,9.3
2021-07-15,27.6,0.3,7.1
2021-07-16,29.3,0.0,9.0
2021-07-17,27.7,6.2,7.0
2021-07-18,25.3,6.0,14.1
2021-07-19,25.0,1.1,6.9
2021-07-20,27.1,0.2,7.9
2021-07-21,25.6,7.2,7.7
2021-07-22,24.5,0.0,5.6
2021-07-23,24.6,0.0,5.4
2021-07-24,25.1,0.2,7.7
2021-07-25,24.9,4.7,11.2
2021-07-26,27.8,0.2,6.1
2021-07-27,27.9,0.3,5.4
2021-07-28,24.8,0.5,5.8
2021-07-29,23.4,6.8,12.5
2021-07-30,24.9,0.1,5.8
2021-07-31,22.1,0.0,7.3
2021-08-01,22.6,2.0,10.0
2021-08-02,23.1,0.2,5.8
2021-08-03,23.4,0.2,7.2
2021-08-04,22.8,0.2,9.3
2021-08-05,23.4,0.0,9.3
2021-08-06,25.5,0.0,7.4
2021-08-07,25.8,0.1,7.6
2021-08-08,22.2,9.8,14.3
2021-08-09,23.7,3.0,9.4
2021-08-10,25.1,8.4,5.4
2021-08-11,27.1,5.7,8.3
2021-08-12,28.5,0.4,9.3
2021-08-13,30.1,0.2,8.9
2021-08-14,28.8,3.5,7.8
2021-08-15,25.9,0.0,10.5
2021-08-16,24.7,0.0,11.2
2021-08-17,24.8,0.1,11.3
2021-08-18,25.4,1.1,10.0
2021-08-19,27.0,4.6,17.0
2021-08-20,26.2,2.5,5.3
2021-08-21,25.6,45.6,6.4
2021-08-22,23.2,65.4,11.1
2021-08-23,25.2,34.7,12.9
2021-08-24,28.6,0.2,6.0
2021-08-25,28.9,0.0,4.6
2021-08-26,29.0,0.0,7.7
2021-08-27,28.0,7.2,6.2
2021-08-28,23.7,8.2,21.2
2021-08-29,22.4,0.6,11.0
2021-08-30,25.9,7.1,6.7
2021-08-31,27.0,0.0,5.3
2021-09-01,22.8,59.6,16.4
2021-09-02,21.6,12.8,7.5
2021-09-03,21.1,0.2,7.8
2021-09-04,22.5,0.0,8.5
2021-09-05,22.3,0.9,11.3
2021-09-06,24.9,0.9,11.3
2021-09-07,24.0,0.0,8.0
2021-09-08,24.8,2.9,14.0
2021-09-09,22.1,12.6,6.1
2021-09-10,22.1,0.2,4.1
2021-09-11,22.1,0.2,11.7
2021-09-12,23.9,0.0,19.1
2021-09-13,26.2,4.5,8.8
2021-09-14,23.6,0.0,7.5
2021-09-15,25.9,1.9,8.2
2021-09-16,23.8,3.5,16.4
2021-09-17,22.8,1.3,18.1
2021-09-18,25.2,0.8,6.6
2021-09-19,23.2,0.1,6.5
2021-09-20,21.8,0.0,8.1
2021-09-21,22.3,0.7,10.6
2021-09-22,24.2,1.3,11.0
2021-09-23,24.0,18.1,15.3
2021-09-24,19.9,16.6,9.5
2021-09-25,21.4,0.0,6.0
2021-09-26,20.8,0.2,8.6
2021-09-27,21.7,0.0,17.9
2021-09-28,20.9,13.2,10.4
2021-09-29,18.4,0.0,8.5
2021-09-30,17.9,0.0,5.1
2021-10-01,16.7,0.0,8.1
2021-10-02,19.4,0.0,11.1
2021-10-03,21.5,0.0,7.0
2021-10-04,20.6,9.8,13.9
2021-10-05,17.9,0.2,14.4
2021-10-06,19.3,0.1,7.1
2021-10-07,20.8,0.9,5.7
2021-10-08,21.1,0.2,8.3
2021-10-09,18.9,1.1,20.8
2021-10-10,18.4,5.7,23.1
2021-10-11,20.0,0.2,20.6
2021-10-12,19.5,0.1,10.8
2021-10-13,19.6,0.1,6.8
2021-10-14,22.0,1.2,5.8
2021-10-15,22.5,0.0,4.6
2021-10-16,21.4,7.4,10.1
2021-10-17,15.3,0.7,12.1
2021-10-18,13.3,0.0,8.4
2021-10-19,15.1,0.0,14.1
2021-10-20,20.0,0.0,13.8
2021-10-21,19.9,0.0,9.8
2021-10-22,19.1,1.0,12.0
2021-10-23,14.4,0.5,9.3
2021-10-24,13.6,0.0,6.5
2021-10-25,19.7,7.0,5.6
2021-10-26,16.0,54.4,13.7
2021-10-27,15.3,10.0,11.1
2021-10-28,13.9,0.0,10.6
2021-10-29,12.9,4.1,28.2
2021-10-30,16.0,3.8,16.4
2021-10-31,15.8,2.0,13.6
2021-11-01,14.6,0.0,11.6
2021-11-02,11.6,0.3,12.7
2021-11-03,9.8,0.0,8.4
2021-11-04,9.7,0.0,9.7
2021-11-05,10.1,0.0,8.9
2021-11-06,10.8,0.0,10.2
2021-11-07,11.3,0.2,5.1
2021-11-08,14.5,0.0,4.5
2021-11-09,15.6,0.0,8.2
2021-11-10,16.0,0.7,6.3
2021-11-11,13.6,0.1,13.4
2021-11-12,16.4,10.9,15.1
2021-11-13,10.9,7.2,15.8
2021-11-14,6.3,1.0,16.0
2021-11-15,5.8,0.4,18.1
2021-11-16,5.3,0.0,16.1
2021-11-17,8.1,0.0,12.5
2021-11-18,13.7,0.9,17.4
2021-11-19,6.7,3.8,19.5
2021-11-20,4.7,0.0,8.6
2021-11-21,8.8,0.3,10.4
2021-11-22,8.4,1.3,17.6
2021-11-23,2.2,0.1,20.8
2021-11-24,2.5,0.0,13.1
2021-11-25,5.9,0.0,10.5
2021-11-26,5.7,7.3,20.1
2021-11-27,2.4,0.0,19.7
2021-11-28,2.7,1.5,5.6
2021-11-29,2.8,0.0,15.1
2021-11-30,1.5,0.4,9.0
2021-12-01,4.8,0.0,12.3
2021-12-02,10.4,4.4,20.5
2021-12-03,5.0,0.0,18.0
2021-12-04,4.6,0.0,8.5
2021-12-05,4.6,0.0,8.3
2021-12-06,12.9,2.9,24.7
2021-12-07,3.2,0.0,13.0
2021-12-08,2.8,1.1,6.7
2021-12-09,1.6,0.0,11.9
2021-12-10,5.4,0.0,8.7
2021-12-11,12.6,12.7,22.7
2021-12-12,6.2,0.0,19.8
2021-12-13,5.7,0.0,17.5
2021-12-14,5.8,0.0,12.4
2021-12-15,7.2,0.4,15.0
2021-12-16,12.1,0.0,20.9
2021-12-17,10.7,0.3,15.6
2021-12-18,6.3,1.8,9.2
2021-12-19,3.8,0.3,20.9
2021-12-20,-1.2,0.0,10.7
2021-12-21,1.9,0.2,7.7
2021-12-22,4.3,6.8,17.8
2021-12-23,0.1,0.0,12.8
2021-12-24,2.6,0.8,7.0
2021-12-25,7.0,10.8,10.4
2021-12-26,6.0,0.0,18.5
2021-12-27,1.4,5.3,8.9
2021-12-28,6.1,3.4,8.0
2021-12-29,6.3,7.7,9.4
2021-12-30,6.4,1.7,5.7
2021-12-31,8.2,0.3,8.0
2022-01-01,9.7,24.0,7.8
2022-01-02,9.1,5.2,15.7
2022-01-03,-1.9,2.5,22.7
2022-01-04,-2.8,0.0,11.1
2022-01-05,3.0,3.3,13.3
2022-01-06,1.5,0.0,14.7
2022-01-07,-1.2,8.1,20.5
2022-01-08,-6.0,0.0,12.0
2022-01-09,1.5,3.2,17.6
2022-01-10,-2.1,0.0,20.6
2022-01-11,-7.2,0.0,18.1
2022-01-12,-1.2,0.0,16.1
2022-01-13,1.1,0.0,7.3
2022-01-14,1.3,0.0,24.2
2022-01-15,-8.2,0.0,18.2
2022-01-16,-4.4,5.1,15.6
2022-01-17,3.8,27.1,31.6
2022-01-18,-1.0,0.0,21.7
2022-01-19,2.3,0.0,16.8
2022-01-20,-0.1,7.8,18.1
2022-01-21,-8.7,0.0,20.2
2022-01-22,-6.5,0.0,12.6
2022-01-23,-2.0,0.1,12.1
2022-01-24,-1.8,0.1,10.5
2022-01-25,1.3,0.0,12.2
2022-01-26,-5.6,0.0,14.5
2022-01-27,-4.5,0.0,11.0
2022-01-28,-1.2,2.0,8.8
2022-01-29,-8.8,17.6,29.7
2022-01-30,-10.3,0.0,14.9
2022-01-31,-10.7,0.0,8.6
2022-02-01,-3.2,0.0,13.0
2022-02-02,4.1,0.0,8.6
2022-02-03,6.9,8.7,4.8
2022-02-04,5.2,13.7,11.1
2022-02-05,-2.7,0.1,5.8
2022-02-06,-2.7,0.0,9.2
2022-02-07,2.3,4.2,9.5
2022-02-08,4.0,0.4,9.7
2022-02-09,3.1,0.0,8.5
2022-02-10,7.4,0.1,12.0
2022-02-11,8.3,0.0,8.2
2022-02-12,11.0,0.0,14.0
2022-02-13,1.3,4.5,10.4
2022-02-14,-4.0,0.0,9.6
2022-02-15,-3.3,0.2,11.6
2022-02-16,3.1,0.0,9.8
2022-02-17,13.1,3.2,15.2
2022-02-18,7.9,10.3,14.2
2022-02-19,0.3,0.0,13.3
2022-02-20,-1.0,0.0,14.0
2022-02-21,5.3,0.0,8.1
2022-02-22,8.9,6.5,13.5
2022-02-23,13.8,0.0,12.1
2022-02-24,1.1,0.2,11.5
2022-02-25,1.7,11.2,14.8
2022-02-26,-0.1,0.0,12.0
2022-02-27,3.5,0.7,18.9
2022-02-28,1.3,0.0,8.9
2022-03-01,4.4,0.2,10.7
2022-03-02,7.9,0.0,9.4
2022-03-03,4.7,1.9,10.3
2022-03-04,-0.4,0.0,11.8
2022-03-05,4.1,0.0,7.7
2022-03-06,12.4,1.9,15.1
2022-03-07,17.8,4.1,15.5
2022-03-08,7.3,0.2,8.4
2022-03-09,3.5,11.4,13.3
2022-03-10,5.0,0.0,7.5
2022-03-11,7.2,0.2,7.7
2022-03-12,2.9,13.8,6.5
2022-03-13,-3.1,0.0,24.1
2022-03-14,6.8,0.0,10.2
2022-03-15,11.9,0.5,7.0
2022-03-16,12.9,0.7,9.1
2022-03-17,9.5,2.2,17.8
2022-03-18,13.2,0.2,7.4
2022-03-19,14.0,17.9,8.2
2022-03-20,12.2,0.2,10.5
2022-03-21,11.8,0.9,7.7
2022-03-22,11.5,0.0,6.2
2022-03-23,6.8,4.1,17.9
2022-03-24,6.4,15.6,27.1
2022-03-25,10.1,1.0,12.9
2022-03-26,9.6,1.8,16.6
2022-03-27,5.1,0.2,11.3
2022-03-28,-1.0,1.7,9.6
2022-03-29,0.4,0.2,11.4
2022-03-30,1.7,0.0,11.8
2022-03-31,13.1,3.0,24.7
2022-04-01,11.1,1.5,25.0
2022-04-02,5.6,0.0,16.4
2022-04-03,5.7,5.3,10.4
2022-04-04,7.3,0.0,17.5
2022-04-05,6.9,0.3,9.5
2022-04-06,8.8,17.7,23.9
2022-04-07,9.4,21.2,23.0
2022-04-08,13.1,14.7,11.1
2022-04-09,10.5,4.2,10.2
2022-04-10,8.7,1.1,7.0
2022-04-11,9.8,0.4,7.1
2022-04-12,14.4,0.7,7.1
2022-04-13,15.3,0.2,10.0
2022-04-14,20.1,3.9,9.9
2022-04-15,15.4,0.2,12.5
2022-04-16,14.8,1.7,10.9
2022-04-17,8.7,0.9,6.9
2022-04-18,8.0,5.2,16.7
2022-04-19,7.8,22.7,20.7
2022-04-20,10.6,0.0,13.5
2022-04-21,11.1,2.4,13.4
2022-04-22,15.9,0.0,7.7
2022-04-23,13.6,0.2,10.7
2022-04-24,12.8,0.0,12.6
2022-04-25,11.3,0.2,12.5
2022-04-26,12.8,2.6,9.3
2022-04-27,11.2,0.7,7.3
2022-04-28,9.7,0.2,6.5
2022-04-29,11.9,0.2,7.5
2022-04-30,13.4,0.7,7.6
2022-05-01,13.8,1.8,9.1
2022-05-02,12.4,5.6,12.0
2022-05-03,13.3,0.0,12.3
2022-05-04,13.1,3.1,8.6
2022-05-05,17.3,0.4,6.8
2022-05-06,13.2,19.5,9.4
2022-05-07,9.7,16.5,26.7
2022-05-08,11.4,3.9,22.8
2022-05-09,14.8,0.0,23.2
2022-05-10,16.3,0.5,22.3
2022-05-11,16.5,0.0,14.7
2022-05-12,17.2,0.0,11.1
2022-05-13,16.8,2.3,11.6
2022-05-14,16.7,7.0,5.7
2022-05-15,18.5,0.2,5.1
2022-05-16,19.6,1.7,9.6
2022-05-17,19.3,0.0,11.5
2022-05-18,17.9,0.0,7.3
2022-05-19,15.2,15.9,7.9
2022-05-20,16.9,1.4,11.4
2022-05-21,23.4,0.0,6.4
2022-05-22,26.4,5.0,8.2
2022-05-23,20.6,0.0,10.9
2022-05-24,17.0,0.0,13.8
2022-05-25,16.1,0.0,10.6
2022-05-26,17.3,0.0,11.1
2022-05-27,20.5,6.5,8.3
2022-05-28,20.7,12.2,8.6
2022-05-29,21.0,0.0,7.2
2022-05-30,23.7,0.0,6.8
2022-05-31,27.6,0.0,10.5
2022-06-01,18.2,1.3,16.2
2022-06-02,20.3,21.3,6.4
2022-06-03,20.5,0.4,7.6
2022-06-04,20.5,0.0,7.7
2022-06-05,21.0,0.0,10.0
2022-06-06,22.3,0.0,12.1
2022-06-07,21.0,4.8,14.6
2022-06-08,24.2,2.2,12.4
2022-06-09,23.8,8.5,12.4
2022-06-10,22.4,0.0,9.5
2022-06-11,21.7,0.3,8.9
2022-06-12,20.0,8.1,9.3
2022-06-13,24.4,0.5,5.5
2022-06-14,24.1,0.0,10.8
2022-06-15,22.6,0.0,11.1
2022-06-16,20.3,5.3,13.6
2022-06-17,25.8,0.0,12.6
2022-06-18,19.3,0.0,25.2
2022-06-19,17.8,0.0,23.1
2022-06-20,20.0,0.0,13.1
2022-06-21,20.2,1.8,6.4
2022-06-22,19.0,15.9,16.7
2022-06-23,19.5,0.5,14.9
2022-06-24,20.3,0.0,9.1
2022-06-25,24.1,0.0,9.8
2022-06-26,24.7,0.0,18.4
2022-06-27,23.7,12.5,15.4
2022-06-28,22.2,0.0,11.0
2022-06-29,23.1,0.0,8.7
2022-06-30,23.8,0.0,11.7
2022-07-01,26.7,0.0,18.7
2022-07-02,26.5,19.3,15.7
2022-07-03,26.0,,11.2
2022-07-04,26.2,,13.8
2022-07-05,22.5,,14.0
2022-07-06,24.2,,14.4
2022-07-07,24.7,,12.4
2022-07-08,25.8,,13.8
